id_venta,fecha,cliente,ciudad,producto,categoria,cantidad,precio_unitario,descuento,metodo_pago,edad_cliente,vendedor
V0621,2026-02-18,Carlos Vargas,Armenia,Agenda,PAPELERÍA,4,25000,20%,Transferencia,30,Felipe
V0631,09-03-2026,,bogotá,Audífonos,Tecnologia,0,180000,0%,Nequi,24,Andrés
V0527,12-01-2026,Pedro Ruiz,cali,Teclado,Tecnología,4,120000,20%,Transferencia,31,Andrés
V1076,2026-02-14,Luisa Fernández,Bogotá,Tablet,tecnologia,2,1100000,10%,Tarjeta,-5,Diana
V0326,2026/01/31,Camila Torres,Cali,Agenda,papeleria,2,25000,10%,Efectivo,44,Carlos
V1138,05/05/26,Carlos Vargas,Pereira,Mouse,Tecnología,5,45000,20%,,26,Andrés
V0395,2026-02-22,Daniel Moreno,Cali,Mochila,Accesorios,5,140000,0%,Efectivo,40,Felipe
V0317,27/05/26,Laura Gómez,Bogotá,Cuaderno,Papelería,2,12000,20%,Transferencia,67,Andrés
V0694,22-03-2026,Manuela Cárdenas,Bogotá,Bolígrafo,papeleria,5,3500,20%,Daviplata,55,Felipe
V0937,2026-02-11,Nicolás Quintero,,Mouse,Tecnología,1,45000,0.1,Transferencia,28,Luisa
V0466,20/07/2026,Carlos Vargas,MEDELLÍN,Mouse,Tecnologia,5,45000,20%,Daviplata,24,Luisa
V0600,17/05/2026,Gabriela Muñoz,bogotá,Silla ergonómica,,4,720000,20%,Tarjeta,51,
V0744,18-07-2026,Paula Sánchez,Cali,Silla ergonómica,Oficina,3,720000,0%,Efectivo,62,Andrés
V1090,14/02/2026,Valentina Rodríguez,DOSQUEBRADAS,Silla ergonómica,Oficina,1,$720.00,0%,Transferencia,48,Felipe
V0573,2026/07/15,Pedro Ruiz,ARMENIA,Maletín,accesorios,5,190000,5%,Daviplata,21,Carlos
V0615,10-04-2026,Sebastián Rojas,Cali,Monitor,TECNOLOGÍA,4,850000,0,Tarjeta,24,Andrés
V0061,13-06-2026,Carlos Vargas,MANIZALES,Impresora,Tecnologia,3,$650.00,0.15,Transferencia,36,Luisa
V0434,31/05/2026,Carlos Vargas,CARTAGO,Mochila,ACCESORIOS,1,140000,15%,Transferencia,48,Carlos
V0812,20/06/26,Sofía Ramírez,,Mochila,ACCESORIOS,4,140000,15%,Transferencia,64,Carlos
V0093,2026/01/14,Camila Torres,Medellín,Tablet,TECNOLOGÍA,4,1100000,20%,Nequi,38,Diana
V0972,2026/04/21,Camila Torres,manizales,Laptop,tecnologia,4,2500000,5%,Nequi,36,Carlos
V1159,26/02/26,,cartago,Impresora,Tecnología,2,650000,0.2,Efectivo,47,Carlos
V0352,16-04-2026,Juliana Morales,ARMENIA,Escritorio,oficina,2,580000,20%,Efectivo,31,Diana
V0195,2026/03/11,Juliana Morales,cali,Tablet,Tecnología,2,1100000,0,Efectivo,21,Diana
V0281,2026/05/18,Carlos Vargas,CALI,Silla ergonómica,oficina,1,720000,0.1,Efectivo,22,Luisa
V1098,02-05-2026,Sofía Ramírez,pereira,Monitor,TECNOLOGÍA,6,850000,15%,Transferencia,34,Andrés
V0889,2026/04/21,Gabriela Muñoz,MANIZALES,Impresora,Tecnologia,4,$650.00,0.15,Efectivo,60,Andrés
V0360,2026-04-05,Luisa Fernández,bogotá,Agenda,Papelería,1,25000,20%,Tarjeta,66,Diana
V1233,2026/06/18,Andrés Martínez,MEDELLÍN,Cuaderno,papeleria,2,12000,,Tarjeta,29,Luisa
V0616,04/06/2026,Sofía Ramírez,Pereira,Celular,Tecnologia,4,1800000,5%,Tarjeta,27,Andrés
V0942,06/06/2026,Diego Restrepo,dosquebradas,Monitor,Tecnología,2,850000,10%,Efectivo,23,Carlos
V0592,26/05/2026,Laura Gómez,Medellín,Monitor,,4,$850.00,5%,Efectivo,29,Luisa
V0459,19/04/2026,Valentina Rodríguez,MANIZALES,Impresora,Tecnologia,1,650000,0,Tarjeta,48,Andrés
V0559,12/03/26,,cartago,Tablet,Tecnología,6,1100000,15%,Daviplata,60,María
V0183,12-01-2026,Santiago Hernández,Armenia,Monitor,Tecnologia,4,850000,0.1,Transferencia,53,Andrés
V0111,2026/04/29,Luisa Fernández,BOGOTA,Impresora,tecnologia,2,650000,10%,Nequi,40,Carlos
V1032,19/07/2026,Manuela Cárdenas,armenia,Silla ergonómica,oficina,2,$720.00,0%,Tarjeta,23,Luisa
V1172,05/04/26,Luisa Fernández,dosquebradas,Silla ergonómica,OFICINA,4,720000,15%,Tarjeta,62,Andrés
V0205,2026-05-22,Carlos Vargas,Pereira,Agenda,Papelería,6,25000,20%,Transferencia,54,Diana
V0598,05-04-2026,Laura Gómez,Bogota,Cuaderno,Papelería,3,12000,0,Transferencia,27,María
V0912,12-05-2026,,MANIZALES,Escritorio,Oficina,2,580000,10%,Efectivo,37,Felipe
V0888,05/07/2026,Valentina Rodríguez,Bogotá,Mouse,Tecnologia,2,45000,15%,Tarjeta,62,Carlos
V1126,24/01/26,Luisa Fernández,Pereira,Bolígrafo,PAPELERÍA,3,3500,0,Nequi,59,Felipe
V0910,2026/01/17,Daniel Moreno,armenia,Tablet,Tecnologia,5,1100000,0%,Daviplata,35,Luisa
V0603,06/02/26,Gabriela Muñoz,manizales,Celular,Tecnologia,1,1800000,5%,Transferencia,29,
V0184,2026-01-20,Paula Sánchez,manizales,Mochila,ACCESORIOS,5,140000,10%,Tarjeta,51,Felipe
V0138,23/05/2026,Juan López,manizales,Tablet,Tecnología,5,1100000,5%,Daviplata,46,Carlos
V0709,03-06-2026,Sofía Ramírez,Cali,Tablet,Tecnología,3,1100000,0.2,Efectivo,66,Luisa
V0081,28/04/2026,Felipe Arias,CARTAGO,Laptop,TECNOLOGÍA,1,2500000,,Tarjeta,25,Luisa
V0894,2026/01/11,Mateo Díaz,BOGOTA,Silla ergonómica,OFICINA,5,720000,0,Daviplata,65,Luisa
V0537,06/04/2026,Sebastián Rojas,MANIZALES,Agenda,PAPELERÍA,4,25000,0.15,Daviplata,,Diana
V0481,08/06/26,Andrés Martínez,PEREIRA,Monitor,tecnologia,5,850000,0.2,Efectivo,50,Diana
V0166,17-07-2026,Diego Restrepo,Cali,Agenda,Papelería,4,25000,20%,Efectivo,41,Andrés
V0249,26-03-2026,Juliana Morales,Armenia,Laptop,TECNOLOGÍA,4,2500000,0.05,Daviplata,58,María
V0308,17/04/26,Pedro Ruiz,bogotá,Agenda,Papelería,3,25000,0%,Efectivo,37,María
V0779,09/05/2026,Valentina Rodríguez,Dosquebradas,Audífonos,tecnologia,3,180000,0.1,Daviplata,31,Diana
V0542,04/02/2026,Mariana Castro,dosquebradas,Agenda,Papelería,2,25000,0.15,Efectivo,29,Carlos
V0335,07/05/26,Valentina Rodríguez,pereira,Maletín,accesorios,2,190000,5%,Tarjeta,150,Diana
V0098,2026/07/19,Valentina Rodríguez,pereira,Teclado,Tecnología,6,120000,15%,Transferencia,63,Andrés
V0552,18/05/26,Santiago Hernández,Bogotá,Escritorio,Oficina,2,580000,15%,Daviplata,68,Luisa
V1242,14/07/2026,Pedro Ruiz,Pereira,Teclado,tecnologia,4,120000,20%,Nequi,24,Luisa
V0908,2026/03/05,Natalia Jiménez,pereira,Teclado,TECNOLOGÍA,6,120000,15%,Nequi,21,Luisa
V0932,2026-04-30,Carlos Vargas,cartago,Agenda,Papelería,3,25000,0.05,Tarjeta,58,Felipe
V0775,14-07-2026,Laura Gómez,Cartago,Escritorio,Oficina,5,580000,15%,Daviplata,58,Felipe
V0637,2026/06/18,Santiago Hernández,Bogotá,Monitor,TECNOLOGÍA,3,850000,10%,Daviplata,63,María
V1188,2026-02-28,Valentina Rodríguez,bogotá,Audífonos,Tecnologia,5,180000,0,Daviplata,62,Andrés
V0303,2026-07-21,Mateo Díaz,CARTAGO,Silla ergonómica,OFICINA,6,720000,10%,Daviplata,40,Diana
V0210,22/04/26,Sofía Ramírez,MANIZALES,Cuaderno,Papelería,2,12000,0.05,Tarjeta,22,Diana
V0389,22-01-2026,Nicolás Quintero,Manizales,Monitor,Tecnologia,5,850000,0%,Daviplata,33,Diana
V0236,23-06-2026,Mateo Díaz,Medellín,Cuaderno,Papelería,6,12000,15%,Transferencia,18,María
V0916,2026-06-02,Mariana Castro,Bogota,Impresora,Tecnología,1,650000,15%,Transferencia,,María
V1120,25/02/26,Pedro Ruiz,Medellín,Escritorio,OFICINA,4,580000,0.2,Daviplata,64,Diana
V0306,2026-06-06,Valentina Rodríguez,Bogotá,Teclado,tecnologia,3,120000,10%,Tarjeta,,Carlos
V0869,10-02-2026,Valentina Rodríguez,dosquebradas,Tablet,Tecnología,4,1100000,0%,Transferencia,56,Diana
V1035,27/06/2026,Daniel Moreno,ARMENIA,Escritorio,Oficina,6,580000,5%,Tarjeta,62,Andrés
V0250,2026/05/14,Valentina Rodríguez,CARTAGO,Teclado,Tecnología,1,120000,20%,Tarjeta,31,Diana
V0856,24/07/26,Ana Pérez,cartago,Escritorio,oficina,4,580000,0%,Tarjeta,34,Diana
V0839,03-06-2026,Laura Gómez,MEDELLÍN,Audífonos,tecnologia,1,180000,15%,Transferencia,22,Diana
V0072,31/02/2026,Manuela Cárdenas,armenia,Mochila,ACCESORIOS,4,140000,0%,Nequi,56,Felipe
V0095,13/01/26,Santiago Hernández,MEDELLÍN,Mouse,Tecnologia,-3,45000,0.15,Tarjeta,,Felipe
V0614,2026-03-09,Daniel Moreno,Dosquebradas,Impresora,Tecnología,6,650000,0%,Nequi,70,Carlos
V0034,26-02-2026,Camila Torres,Pereira,Maletín,Accesorios,4,190000,5%,Tarjeta,69,Diana
V0866,15-07-2026,Sofía Ramírez,dosquebradas,Audífonos,Tecnologia,4,180000,10%,Nequi,62,María
V0449,2026-01-25,Paula Sánchez,cartago,Cuaderno,PAPELERÍA,3,12000,0%,Daviplata,24,Diana
V0446,14-07-2026,Juan López,cali,Mochila,Accesorios,3,140000,0.2,Efectivo,66,María
V0931,2026-04-22,Santiago Hernández,cartago,Monitor,Tecnologia,6,850000,5%,Nequi,68,Luisa
V0655,2026-02-26,Valentina Rodríguez,DOSQUEBRADAS,Mochila,Accesorios,6,$140.00,5%,Transferencia,62,Diana
V0766,05-07-2026,Sebastián Rojas,Bogotá,Impresora,tecnologia,1,650000,10%,Transferencia,43,Felipe
V0078,2026-03-21,Mariana Castro,CARTAGO,Celular,Tecnologia,6,1800000,10%,Nequi,28,Felipe
V0085,09/04/26,Mateo Díaz,Medellín,Silla ergonómica,Oficina,4,720000,20%,,69,Andrés
V0987,05/06/2026,Juan López,dosquebradas,Silla ergonómica,oficina,5,720000,0%,Efectivo,34,María
V0083,29-07-2026,Paula Sánchez,CARTAGO,Agenda,PAPELERÍA,6,25000,5%,Transferencia,66,María
V0458,04/02/2026,,Cali,Teclado,TECNOLOGÍA,1,$120.00,0.05,Nequi,19,María
V0721,13/07/2026,Manuela Cárdenas,,Teclado,Tecnología,1,120000,0.05,Nequi,25,Luisa
V0833,28-05-2026,Natalia Jiménez,dosquebradas,Escritorio,Oficina,6,580000,20%,Nequi,26,Carlos
V0437,27/03/26,Alejandro Ortiz,armenia,Tablet,Tecnología,6,1100000,15%,Tarjeta,50,Diana
V0705,2026/01/29,Laura Gómez,Cali,Maletín,ACCESORIOS,6,190000,0,Efectivo,35,Felipe
V1012,2026-01-14,Daniel Moreno,MANIZALES,Mouse,tecnologia,1,45000,10%,Tarjeta,41,Diana
V0405,2026/03/18,Mateo Díaz,Bogota,Audífonos,TECNOLOGÍA,6,180000,15%,Daviplata,62,Luisa
V1112,22/07/2026,Alejandro Ortiz,cartago,Tablet,tecnologia,3,1100000,5%,Nequi,28,Andrés
V0679,06-06-2026,Mateo Díaz,Manizales,Agenda,Papelería,1,25000,20%,Tarjeta,49,Carlos
V1164,12/01/2026,Laura Gómez,DOSQUEBRADAS,Silla ergonómica,oficina,6,720000,0%,Daviplata,66,Felipe
V0105,24/06/2026,Carlos Vargas,Cali,Bolígrafo,papeleria,3,3500,10%,Efectivo,28,María
V0784,12-03-2026,Camila Torres,MEDELLÍN,Celular,Tecnología,5,1800000,0.1,Efectivo,22,Felipe
V0677,21-03-2026,Mariana Castro,CALI,Silla ergonómica,Oficina,4,720000,20%,Efectivo,34,María
V0063,15/03/2026,Manuela Cárdenas,Bogotá,Impresora,TECNOLOGÍA,2,650000,20%,Nequi,66,Carlos
V0282,2026-02-21,Laura Gómez,CARTAGO,Agenda,Papelería,2,25000,5%,Daviplata,57,Carlos
V0904,23/05/2026,Pedro Ruiz,pereira,Tablet,Tecnología,6,1100000,15%,Daviplata,48,María
V0239,27/02/2026,Ana Pérez,armenia,Mochila,ACCESORIOS,4,140000,10%,Daviplata,63,Felipe
V0224,11/06/2026,Mateo Díaz,bogotá,Celular,Tecnología,2,$1.800.000,10%,Nequi,66,Diana
V0146,2026-04-08,Luisa Fernández,pereira,Tablet,tecnologia,4,1100000,20%,Daviplata,45,Luisa
V1190,18/06/2026,Luisa Fernández,Medellín,Mochila,ACCESORIOS,6,140000,5%,Transferencia,70,Luisa
V0374,15/06/26,Juan López,DOSQUEBRADAS,Cuaderno,papeleria,1,12000,10%,Transferencia,67,Diana
V0119,16-04-2026,Luisa Fernández,dosquebradas,Monitor,tecnologia,5,850000,20%,Nequi,26,Felipe
V0909,27/02/26,Daniel Moreno,Cartago,Escritorio,Oficina,6,580000,5%,Daviplata,66,Carlos
V0251,25-04-2026,Mariana Castro,Manizales,Celular,Tecnología,2,1800000,0.2,Transferencia,42,Felipe
V1229,08-06-2026,Natalia Jiménez,Manizales,Escritorio,oficina,3,580000,0.1,Daviplata,49,Luisa
V0010,2026/06/18,Natalia Jiménez,armenia,Teclado,Tecnología,4,120000,0.2,Nequi,52,Carlos
V0450,2026-03-26,Manuela Cárdenas,manizales,Laptop,Tecnología,1,2500000,20%,Tarjeta,69,Felipe
V0991,21/06/26,Juan López,armenia,Escritorio,Oficina,5,580000,20%,Tarjeta,29,Felipe
V0594,04-01-2026,Andrés Martínez,manizales,Escritorio,Oficina,1,,,Efectivo,26,María
V0390,2026-01-07,Manuela Cárdenas,Bogotá,Escritorio,OFICINA,4,580000,0.15,,41,Carlos
V1000,2026/06/28,Valentina Rodríguez,MANIZALES,Escritorio,OFICINA,1,580000,0.1,Tarjeta,33,Luisa
V1023,05-04-2026,Camila Torres,dosquebradas,Agenda,papeleria,2,25000,10%,Daviplata,43,María
V0558,2026/05/12,Gabriela Muñoz,Medellín,Mouse,Tecnología,6,45000,10%,Nequi,20,Diana
V0461,28-05-2026,Gabriela Muñoz,Dosquebradas,Tablet,tecnologia,3,1100000,20%,Transferencia,49,Diana
V1174,2026/04/07,Valentina Rodríguez,DOSQUEBRADAS,Escritorio,oficina,2,580000,15%,,25,Diana
V0145,03/03/2026,Gabriela Muñoz,CALI,Teclado,Tecnología,2,120000,20%,Tarjeta,41,Carlos
V0502,2026/02/21,Felipe Arias,manizales,Cuaderno,PAPELERÍA,1,12000,10%,Efectivo,62,Carlos
V1177,2026/04/04,Nicolás Quintero,cartago,Laptop,Tecnología,5,2500000,0.05,Transferencia,69,Diana
V0540,2026-04-20,Pedro Ruiz,Armenia,Mochila,ACCESORIOS,3,140000,10%,Efectivo,64,Diana
V0178,2026-04-10,Mariana Castro,Cali,Teclado,Tecnología,5,120000,0.15,Nequi,67,Felipe
V1231,29-07-2026,Luisa Fernández,armenia,Silla ergonómica,OFICINA,2,720000,0.05,Nequi,19,Carlos
V0786,30-04-2026,Sebastián Rojas,dosquebradas,Celular,Tecnología,0,1800000,15%,Daviplata,56,Carlos
V0662,2026/04/16,Santiago Hernández,Armenia,Tablet,Tecnología,4,$1.100.000,0,Daviplata,23,Felipe
V1140,2026-02-28,Ana Pérez,cartago,Celular,Tecnología,4,1800000,0%,,69,Felipe
V0008,2026/04/22,Manuela Cárdenas,,Audífonos,TECNOLOGÍA,2,0,15%,Efectivo,29,Felipe
V0625,2026/05/01,Santiago Hernández,manizales,Mochila,ACCESORIOS,1,140000,0.1,,63,Luisa
V0954,2026-04-21,Mateo Díaz,CALI,Laptop,Tecnología,1,2500000,0%,Efectivo,150,Luisa
V0358,05-05-2026,Felipe Arias,Medellín,Maletín,Accesorios,6,190000,0.15,Daviplata,47,Luisa
V0330,2026/01/11,Paula Sánchez,dosquebradas,Mochila,ACCESORIOS,2,140000,20%,Nequi,66,María
V0794,17-04-2026,Natalia Jiménez,BOGOTA,Celular,TECNOLOGÍA,-1,1800000,5%,Transferencia,25,
V0939,2026/05/04,Pedro Ruiz,medellin,Tablet,,3,1100000,0.1,Efectivo,21,Luisa
V0259,02/02/26,Camila Torres,armenia,Celular,Tecnologia,6,1800000,5%,Efectivo,46,Carlos
V0985,23/07/26,Paula Sánchez,Bogota,Escritorio,Oficina,4,580000,0.1,Efectivo,19,Carlos
V1135,2026/04/14,Alejandro Ortiz,armenia,Escritorio,oficina,2,580000,15%,Tarjeta,50,Felipe
V0874,24/05/26,Felipe Arias,BOGOTA,Impresora,Tecnología,2,650000,0.1,Efectivo,30,Felipe
V0672,14-02-2026,Carlos Vargas,pereira,Maletín,ACCESORIOS,6,190000,15%,Tarjeta,25,Diana
V0938,28/05/26,Luisa Fernández,MANIZALES,Audífonos,tecnologia,5,180000,20%,Efectivo,51,Carlos
V0526,2026/01/02,Valentina Rodríguez,bogotá,Escritorio,Oficina,1,580000,15%,Efectivo,-5,Diana
V1041,13/06/26,Pedro Ruiz,armenia,Teclado,tecnologia,2,120000,0.05,Transferencia,32,Carlos
V0737,2026-05-25,Mateo Díaz,ARMENIA,Teclado,TECNOLOGÍA,3,120000,15%,Transferencia,36,Diana
V0848,07/07/2026,Gabriela Muñoz,cali,Impresora,Tecnología,4,650000,15%,Transferencia,26,Luisa
V1213,24-07-2026,Laura Gómez,medellin,Impresora,Tecnología,5,650000,5%,Tarjeta,,Carlos
V0441,22-04-2026,Camila Torres,Dosquebradas,Silla ergonómica,oficina,4,720000,0.15,Transferencia,68,Diana
V0532,28/07/2026,Nicolás Quintero,Cali,Cuaderno,PAPELERÍA,3,12000,0%,Efectivo,21,Luisa
V0227,2026-07-12,Juliana Morales,Medellín,Celular,TECNOLOGÍA,2,1800000,5%,Tarjeta,64,Luisa
V0229,2026-02-22,Luisa Fernández,BOGOTA,Teclado,Tecnología,6,120000,0%,Tarjeta,56,Luisa
V1107,08-01-2026,Camila Torres,CALI,Maletín,ACCESORIOS,5,190000,15%,Nequi,68,Luisa
V0213,28-03-2026,Sofía Ramírez,MANIZALES,Laptop,Tecnologia,3,2500000,10%,Daviplata,32,Diana
V0080,19/03/2026,Luisa Fernández,Armenia,Monitor,Tecnologia,2,850000,5%,Tarjeta,45,Luisa
V0149,16-07-2026,Sebastián Rojas,Medellín,Escritorio,Oficina,5,580000,20%,Daviplata,46,Andrés
V1074,2026-02-28,Santiago Hernández,Manizales,Tablet,tecnologia,2,1100000,5%,Tarjeta,38,Carlos
V0797,2026/07/27,Felipe Arias,Armenia,Agenda,Papelería,6,25000,5%,Transferencia,31,Carlos
V0824,08/05/2026,Laura Gómez,Armenia,Impresora,TECNOLOGÍA,5,650000,15%,Daviplata,59,Andrés
V0134,28/02/26,Ana Pérez,cali,Mochila,Accesorios,2,140000,15%,Tarjeta,25,Felipe
V0882,12/02/26,Natalia Jiménez,medellin,Silla ergonómica,OFICINA,4,$720.00,5%,Transferencia,57,María
V0409,18-02-2026,Laura Gómez,bogotá,Monitor,Tecnología,5,850000,20%,Nequi,62,Andrés
V0789,15/06/26,Natalia Jiménez,Pereira,Teclado,tecnologia,5,120000,0.1,Transferencia,19,Luisa
V0508,2026/01/17,Luisa Fernández,CARTAGO,Escritorio,Oficina,2,580000,20%,Nequi,51,Andrés
V0997,04-03-2026,Juan López,dosquebradas,Laptop,Tecnologia,4,2500000,5%,Efectivo,37,Andrés
V0505,09/03/2026,Natalia Jiménez,BOGOTA,Monitor,tecnologia,-3,850000,5%,Transferencia,34,Luisa
V0757,2026-03-23,Nicolás Quintero,Bogotá,Celular,Tecnología,3,1800000,15%,Transferencia,28,Carlos
V0348,13-02-2026,Juan López,Bogotá,Monitor,Tecnologia,1,850000,10%,Efectivo,48,Diana
V0387,22-05-2026,Alejandro Ortiz,cali,Escritorio,OFICINA,2,580000,0%,Nequi,48,Felipe
V0001,2026-01-29,Laura Gómez,cali,Cuaderno,Papelería,1,12000,10%,Daviplata,52,María
V0361,2026/05/19,Sebastián Rojas,armenia,Cuaderno,PAPELERÍA,5,12000,10%,Efectivo,47,Carlos
V1206,09-01-2026,Mariana Castro,DOSQUEBRADAS,Agenda,papeleria,3,25000,10%,Nequi,48,Luisa
V0476,06/05/26,Pedro Ruiz,Cali,Maletín,Accesorios,6,190000,15%,Tarjeta,26,Diana
V0876,10-06-2026,Daniel Moreno,medellin,Impresora,TECNOLOGÍA,4,650000,0.2,Tarjeta,47,Carlos
V0870,28/03/2026,Carlos Vargas,Cartago,Teclado,Tecnología,6,120000,10%,Nequi,36,Andrés
V0850,2026/02/10,Alejandro Ortiz,Medellín,Maletín,accesorios,6,190000,15%,Efectivo,31,Luisa
V0696,2026-07-24,Carlos Vargas,BOGOTA,Monitor,Tecnologia,3,850000,5%,Daviplata,64,María
V0173,16/06/2026,Mateo Díaz,bogotá,Maletín,accesorios,2,190000,0%,Daviplata,59,Diana
V0451,08-04-2026,Daniel Moreno,Medellín,Escritorio,OFICINA,1,580000,15%,Nequi,19,Luisa
V0126,28/04/2026,Felipe Arias,dosquebradas,Agenda,PAPELERÍA,6,$25.00,,Tarjeta,36,Luisa
V0717,13/03/26,Gabriela Muñoz,Bogotá,Silla ergonómica,oficina,4,720000,10%,Daviplata,49,Carlos
V0531,2026/02/05,Camila Torres,manizales,Laptop,Tecnología,3,2500000,15%,Daviplata,64,Luisa
V0091,21-03-2026,Andrés Martínez,cali,Monitor,TECNOLOGÍA,4,850000,5%,Tarjeta,36,Diana
V1234,13/04/26,,Bogotá,Mouse,TECNOLOGÍA,3,45000,20%,Nequi,54,María
V0182,2026-01-17,Juliana Morales,bogotá,Silla ergonómica,Oficina,3,720000,20%,Tarjeta,54,Carlos
V0738,2026/04/26,Valentina Rodríguez,ARMENIA,Silla ergonómica,OFICINA,6,720000,5%,Tarjeta,31,Felipe
V0415,2026/05/07,Nicolás Quintero,Cartago,Teclado,Tecnología,3,$120.00,10%,Nequi,25,Andrés
V0252,11/05/26,Diego Restrepo,Pereira,Bolígrafo,papeleria,4,3500,15%,Efectivo,24,Diana
V0070,2026-03-12,Andrés Martínez,Manizales,Laptop,tecnologia,2,2500000,0.05,Nequi,0,Felipe
V0132,19-05-2026,Carlos Vargas,dosquebradas,Mouse,Tecnologia,1,45000,0%,Nequi,26,Carlos
V0301,14/01/2026,Ana Pérez,Pereira,Maletín,Accesorios,6,190000,5%,Daviplata,68,María
V0846,11/07/2026,Camila Torres,MANIZALES,Maletín,accesorios,2,190000,15%,Nequi,27,Andrés
V0327,06-06-2026,Camila Torres,CARTAGO,Bolígrafo,PAPELERÍA,5,3500,10%,Efectivo,19,Luisa
V1247,18/07/2026,Pedro Ruiz,CALI,Audífonos,tecnologia,1,180000,0,Nequi,30,Diana
V0891,27-04-2026,Andrés Martínez,dosquebradas,Celular,Tecnologia,4,1800000,20%,Transferencia,27,Andrés
V0500,27/05/2026,Daniel Moreno,DOSQUEBRADAS,Maletín,ACCESORIOS,2,190000,20%,Transferencia,33,Felipe
V1009,2026/07/29,Sofía Ramírez,Armenia,Mouse,Tecnologia,1,45000,15%,Daviplata,24,Felipe
V0365,30/03/26,Santiago Hernández,DOSQUEBRADAS,Agenda,Papelería,1,25000,10%,Nequi,37,Andrés
V0496,2026/03/26,Santiago Hernández,Bogotá,Teclado,tecnologia,3,120000,0,Transferencia,55,Carlos
V1187,2026/06/16,,Cali,Celular,Tecnologia,5,1800000,0%,Tarjeta,64,Felipe
V0339,2026/06/09,Valentina Rodríguez,Pereira,Escritorio,Oficina,3,580000,5%,Nequi,69,Diana
V0422,22/06/26,Natalia Jiménez,armenia,Escritorio,OFICINA,4,580000,0.2,Tarjeta,50,Carlos
V0165,2026-05-07,Mariana Castro,CALI,Cuaderno,papeleria,4,12000,15%,Nequi,19,Felipe
V0029,20/02/2026,Gabriela Muñoz,dosquebradas,Bolígrafo,Papelería,2,3500,0,Efectivo,47,María
V0517,22/06/2026,Juan López,MANIZALES,Mouse,Tecnología,5,45000,5%,Tarjeta,22,Luisa
V0194,2026/04/09,Mateo Díaz,cartago,Audífonos,Tecnología,-1,180000,15%,Daviplata,69,Andrés
V0271,01-01-2026,Carlos Vargas,Bogotá,Mochila,accesorios,6,140000,15%,Transferencia,32,Luisa
V1053,2026-02-06,Camila Torres,ARMENIA,Impresora,tecnologia,4,650000,5%,Transferencia,36,Andrés
V0170,2026-06-12,Alejandro Ortiz,CARTAGO,Mouse,TECNOLOGÍA,-3,45000,15%,Tarjeta,49,Felipe
V0799,2026/05/02,Camila Torres,ARMENIA,Mouse,Tecnología,4,45000,15%,Transferencia,200,Felipe
V0653,2026/01/05,Paula Sánchez,CARTAGO,Mochila,ACCESORIOS,5,140000,10%,Daviplata,24,Andrés
V0174,2026-01-03,Pedro Ruiz,armenia,Impresora,TECNOLOGÍA,1,650000,10%,Efectivo,22,Luisa
V0519,2026-07-01,Camila Torres,Cartago,Mochila,Accesorios,6,140000,15%,Daviplata,63,María
V1037,16-07-2026,Mateo Díaz,cartago,Silla ergonómica,oficina,6,720000,0.05,Daviplata,57,Felipe
V0880,23/05/2026,Luisa Fernández,armenia,Cuaderno,Papelería,1,12000,0%,Nequi,66,Carlos
V0492,2026/01/10,Juliana Morales,Cartago,Celular,Tecnología,3,1800000,15%,Efectivo,70,Diana
V0074,2026/03/22,Camila Torres,Pereira,Tablet,Tecnología,6,1100000,10%,Daviplata,23,Andrés
V1067,12/04/2026,Juan López,Bogota,Teclado,Tecnología,1,120000,0.05,Tarjeta,62,Carlos
V0588,2026/02/26,Camila Torres,Manizales,Mochila,accesorios,3,140000,10%,Efectivo,20,Felipe
V0658,2026-03-15,Juan López,Manizales,Impresora,TECNOLOGÍA,1,99999999,10%,Transferencia,49,Felipe
V0235,2026/03/08,Luisa Fernández,Bogotá,Mouse,tecnologia,6,0,10%,Nequi,32,Andrés
V0215,15/05/2026,Mariana Castro,armenia,Bolígrafo,Papelería,5,3500,0%,Tarjeta,20,Diana
V0163,22/01/2026,Juliana Morales,dosquebradas,Escritorio,oficina,6,580000,5%,Nequi,27,Diana
V0133,2026-06-19,Ana Pérez,manizales,Cuaderno,Papelería,5,12000,5%,Daviplata,51,Luisa
V0875,2026-05-10,Manuela Cárdenas,Dosquebradas,Bolígrafo,PAPELERÍA,3,3500,5%,Nequi,34,María
V0826,22/03/2026,Alejandro Ortiz,cali,Escritorio,oficina,1,580000,0.2,Efectivo,,Carlos
V1047,2026-06-14,Gabriela Muñoz,CARTAGO,Agenda,Papelería,1,25000,10%,Daviplata,47,Diana
V0186,19/05/26,Santiago Hernández,dosquebradas,Monitor,Tecnología,3,$850.00,0%,Efectivo,65,Diana
V0042,02/05/26,Carlos Vargas,CARTAGO,Agenda,PAPELERÍA,6,$25.00,15%,Nequi,43,Diana
V0693,2026-07-21,Daniel Moreno,Medellín,Escritorio,Oficina,3,580000,0.1,Daviplata,36,María
V0109,2026-02-13,Juan López,MANIZALES,Cuaderno,papeleria,5,12000,20%,Daviplata,54,Luisa
V0974,19/07/26,,BOGOTA,Laptop,Tecnología,2,2500000,15%,Transferencia,27,Diana
V0569,18/06/26,Sebastián Rojas,Cartago,Teclado,Tecnologia,2,120000,5%,Transferencia,41,Luisa
V0728,24/05/2026,Andrés Martínez,MANIZALES,Monitor,tecnologia,4,850000,0.15,Nequi,38,Felipe
